Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,802,EAST ATRIUM,290,HUDDLE,,Student,0.2439024390243902,0.3821138211382113,0.3739837398373984,0.99,0.81,0.65,0.32,0.86,0.44,0.71,0.76,0.81,0.59,0.97,0.38,0.25,0.11,0.3,0.28,0.81,0.95,0.55,0.08,0.24,0.49,0.86,0.4,0.71,0.79,0.51,0.6829,0.4612,Circulation Preference,237,STORAGE
2,803,STAIR,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.4010695187165775,0.1122994652406417,0.4866310160427807,0.64,0.1,0.0,0.54,0.21,0.29,0.77,0.07,0.01,0.16,0.06,0.25,0.79,0.2,0.48,0.59,0.93,0.67,0.62,0.23,0.14,0.31,0.6,0.21,0.17,0.3,0.3971,0.3643,0.3175,Spatial Preference,598,STAIR 01
2,804,AUDITORIUM,108,RESEARCH,,Student,0.6268656716417911,0.2388059701492537,0.1343283582089552,0.02,0.59,0.38,0.33,0.54,0.89,0.67,0.05,0.61,0.33,0.09,0.3,0.47,0.36,0.71,0.13,0.52,0.5,0.51,0.92,0.25,0.9,0.73,0.47,0.0,0.16,0.6114,0.4886,0.375,Environmental Preference,291,HUDDLE
2,805,AUDITORIUM,252,CLASSROOM,,Student,0.361344537815126,0.2352941176470588,0.4033613445378151,0.34,0.76,0.83,0.07,0.13,0.29,0.86,0.14,0.55,0.46,0.38,0.69,0.43,0.67,0.18,0.45,0.4,0.28,0.03,0.41,0.03,0.95,0.06,0.2,0.93,0.39,0.28,0.4686,0.4763,Spatial Preference,491,STAIR 03
2,806,PUBLIC CORR.,154,HUDDLE,,Student,0.3749999999999999,0.0714285714285714,0.5535714285714285,0.05,0.86,0.1,0.27,0.49,0.19,0.61,0.82,0.93,0.92,0.89,0.59,0.58,0.95,0.63,0.94,0.19,0.29,0.78,0.84,0.61,0.06,0.34,0.94,0.44,0.08,0.5514,0.3671,0.8038,Spatial Preference,9,BUILDING LOBBY
2,807,EAST ATRIUM,108,RESEARCH,,Student,0.2045454545454545,0.0681818181818181,0.7272727272727273,0.85,0.84,0.36,0.48,0.32,0.23,0.07,0.2,0.91,0.06,0.38,0.68,0.73,0.58,0.13,0.4,0.58,0.83,0.63,0.49,0.71,0.7,0.83,0.72,0.92,0.23,0.7014,0.45,0.4838,Spatial Preference,605,STAIR 02
2,808,EAST ATRIUM,253,CLASSROOM,,Student,0.4714285714285714,0.1904761904761904,0.338095238095238,0.15,0.63,0.62,0.44,0.85,0.01,0.19,0.47,0.88,0.41,0.63,0.08,0.23,0.69,0.11,0.55,0.98,0.61,0.68,0.19,0.08,0.64,0.13,0.24,0.58,0.84,0.3671,0.4129,0.4475,Environmental Preference,25,HK STORAGE
2,809,EAST ATRIUM,1,AUDITORIUM,,Student,0.3058823529411764,0.3999999999999999,0.2941176470588235,0.47,0.58,0.46,0.63,0.52,0.23,0.1,0.89,0.47,0.38,0.39,0.83,0.47,0.06,0.08,0.4,0.58,0.88,0.16,0.5,0.84,0.02,0.5,0.4,0.51,0.37,0.4714,0.4271,0.385,Circulation Preference,619,ADMIN CORR.
2,810,EAST ATRIUM,490,COLLAB,,Student,0.4615384615384615,0.2538461538461539,0.2846153846153846,0.49,0.75,0.79,0.67,0.28,0.51,0.86,0.24,0.09,0.65,0.65,0.92,0.14,0.56,0.39,0.11,0.86,0.41,0.21,0.71,0.15,0.54,0.13,0.81,0.63,0.17,0.4229,0.6214,0.4388,Environmental Preference,25,HK STORAGE
2,811,PUBLIC CORR.,260,RESEARCH,,Student,0.3980582524271844,0.2912621359223301,0.3106796116504854,0.31,0.91,0.28,0.35,0.47,0.12,0.92,0.54,0.68,0.33,0.48,0.04,0.79,0.76,0.49,0.38,0.85,0.24,0.1,0.64,0.08,0.8,0.43,0.51,0.79,0.67,0.4,0.48,0.4938,Environmental Preference,25,HK STORAGE
2,812,EAST ATRIUM,419,SKILLS LAB STORAGE,,Student,0.0658682634730539,0.4431137724550898,0.4910179640718562,0.81,0.18,0.17,0.23,0.21,0.18,0.6,0.7,0.22,0.83,0.36,0.23,0.18,0.99,0.65,0.71,0.83,0.5,0.66,0.57,0.04,0.28,0.6,0.42,0.83,0.42,0.4386,0.34,0.5212,Spatial Preference,9,BUILDING LOBBY
2,813,STAIR 01,261,RESEARCH,,Student,0.3680981595092024,0.1595092024539877,0.4723926380368098,0.64,0.1,0.2,0.33,0.18,0.31,0.42,0.07,0.3,0.87,0.14,0.38,0.81,0.65,0.52,0.57,0.32,0.57,0.18,0.21,0.11,0.7,0.61,0.55,0.1,0.91,0.4186,0.3114,0.53,Spatial Preference,9,BUILDING LOBBY
2,814,ADMIN CORR.,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.5213675213675214,0.2905982905982906,0.188034188034188,0.97,0.98,0.33,0.12,0.02,0.55,0.6,0.21,0.22,0.71,0.88,0.06,0.03,0.23,0.0,0.27,0.09,0.28,1.0,0.23,0.8,0.22,0.07,0.89,0.1,0.08,0.4986,0.51,0.3,Environmental Preference,40,STUDENT SEATING
2,815,AUDITORIUM,84,CLASSROOM (30),,Student,0.6577181208053691,0.0805369127516778,0.261744966442953,0.46,0.08,0.19,0.8,0.06,0.54,0.62,0.63,0.11,0.63,0.84,0.18,0.09,0.6,0.07,0.54,0.52,0.57,0.61,0.94,0.51,0.4,0.61,0.67,0.22,0.07,0.6157,0.3929,0.3825,Environmental Preference,291,HUDDLE
2,816,WEST ATRIUM,419,SKILLS LAB STORAGE,,Student,0.5614035087719298,0.2017543859649122,0.2368421052631578,0.79,0.36,0.85,0.13,0.35,0.2,0.26,0.76,0.89,0.93,0.93,0.88,0.97,0.27,0.33,0.29,0.68,0.55,0.56,0.68,0.12,0.67,0.19,0.76,0.25,0.12,0.5043,0.42,0.6862,Environmental Preference,303,STAIR
2,817,PUBLIC CORR.,290,HUDDLE,,Student,0.4306569343065693,0.4452554744525547,0.1240875912408759,0.81,0.95,0.56,0.24,0.46,0.74,0.98,0.19,0.25,0.36,0.91,0.55,0.67,0.89,0.32,0.93,0.21,0.8,0.07,0.79,0.63,0.12,0.61,0.96,0.01,0.82,0.5686,0.6771,0.61,Circulation Preference,237,STORAGE
2,818,EAST ATRIUM,34,CLASSROOM,,Student,0.3076923076923077,0.3491124260355029,0.3431952662721893,0.43,0.86,0.22,0.19,0.84,0.77,0.41,0.99,0.9,0.55,0.42,0.1,0.32,0.03,0.34,0.78,0.55,0.8,0.15,0.0,0.54,0.74,0.92,0.97,0.22,0.62,0.5886,0.5314,0.43,Circulation Preference,234,ADMIN CORR.
2,819,EAST ATRIUM,228,COLLAB,,Student,0.3012820512820512,0.1858974358974358,0.5128205128205129,0.43,0.89,0.6,0.05,0.57,0.72,0.27,0.66,0.13,0.97,0.26,0.39,0.51,0.16,0.53,0.89,0.29,0.25,0.92,0.61,0.97,0.31,0.91,0.73,0.83,0.19,0.6714,0.5043,0.48,Spatial Preference,56,VESTIBULE
2,820,EXAM SUITE CORRIDOR,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.2375,0.4,0.3625,0.21,0.73,0.89,0.58,0.58,0.76,0.52,0.84,0.52,0.83,0.01,0.75,0.91,0.86,0.09,0.66,0.65,0.93,0.88,0.55,0.9,0.75,0.45,0.25,0.6,0.54,0.6729,0.61,0.5788,Circulation Preference,375,PUBLIC CORR.
2,821,EAST ATRIUM,264,PEDIATRIC CLASS LAB,,Student,0.4048780487804878,0.1317073170731707,0.4634146341463415,0.54,0.45,0.27,0.63,0.93,0.23,0.4,0.82,0.89,0.46,0.09,0.24,0.3,0.55,0.9,0.44,0.69,0.75,0.97,0.33,0.86,0.47,0.55,0.12,0.36,0.46,0.5786,0.4929,0.4838,Spatial Preference,605,STAIR 02
2,822,PATIENT UNIT CORRIDOR,154,HUDDLE,,Student,0.5072463768115942,0.4492753623188406,0.0434782608695652,0.69,0.15,0.83,0.74,0.82,0.76,0.95,0.44,0.95,0.5,0.08,0.61,0.52,0.18,0.43,0.87,0.47,0.75,0.24,0.97,0.37,0.16,0.58,0.5,0.58,0.28,0.51,0.7057,0.5175,Environmental Preference,445,STAIR 02
2,823,PUBLIC CORR.,31,CLASSROOM,,Student,0.3243243243243243,0.4486486486486487,0.227027027027027,0.89,0.14,0.59,0.17,0.55,0.91,0.28,0.95,0.28,0.61,0.54,0.48,0.21,0.13,0.69,0.81,0.58,0.41,0.33,0.47,0.07,0.63,0.86,0.44,0.66,0.93,0.4586,0.5043,0.4688,Circulation Preference,583,EXAM SUITE CORRIDOR
2,824,ADMIN CORR.,405,COLLAB,,Student,0.492063492063492,0.1904761904761904,0.3174603174603174,0.58,0.46,0.65,0.08,0.02,0.89,0.25,0.7,0.62,0.59,0.49,0.99,0.97,0.19,0.42,0.82,0.37,0.67,0.67,0.0,0.23,0.23,0.46,0.6,0.28,0.33,0.4086,0.4186,0.6363,Environmental Preference,25,HK STORAGE
2,825,AUDITORIUM,81,COMPUTER CLASSROOM,,Student,0.4122137404580153,0.3969465648854962,0.1908396946564885,0.22,0.51,0.65,0.36,0.0,0.97,0.28,0.82,0.62,0.06,0.67,0.78,0.41,0.83,0.14,0.94,0.44,0.48,0.8,0.09,0.56,0.06,0.38,0.4,0.21,0.42,0.3957,0.4271,0.5562,Environmental Preference,25,HK STORAGE
2,826,ELEVATOR,154,HUDDLE,,Student,0.2993630573248407,0.089171974522293,0.6114649681528663,0.4,0.12,0.95,0.25,0.66,0.6,0.11,0.65,0.93,0.75,0.47,0.1,0.06,0.43,0.89,0.66,0.18,0.48,0.75,0.82,0.8,0.19,0.22,0.8,0.41,0.7,0.58,0.4414,0.5363,Spatial Preference,9,BUILDING LOBBY
2,827,EAST ATRIUM,260,RESEARCH,,Student,0.1744186046511628,0.5,0.3255813953488372,0.42,0.81,0.22,0.48,0.2,0.41,0.63,0.72,0.32,0.85,0.53,0.46,0.23,0.57,0.32,0.59,0.92,0.06,0.98,0.77,0.35,0.43,0.79,0.28,0.27,0.43,0.5229,0.4529,0.4838,Circulation Preference,585,PATIENT UNIT CORRIDOR
2,828,STAIR 01,81,COMPUTER CLASSROOM,,Student,0.1782945736434108,0.4573643410852713,0.3643410852713178,0.39,0.42,0.18,0.22,0.48,0.45,0.06,0.55,0.65,0.07,0.45,0.69,0.76,0.54,0.48,0.12,0.62,0.2,0.29,0.73,0.29,0.72,0.35,0.75,0.32,0.5,0.4757,0.3143,0.47,Circulation Preference,374,STAIR 03
2,829,EAST ATRIUM,227,COLLAB,,Student,0.3888888888888889,0.4876543209876544,0.1234567901234568,0.31,0.16,0.4,0.58,0.75,0.18,0.78,0.24,0.37,0.21,0.04,0.14,0.48,0.62,0.36,0.69,0.16,0.32,0.66,0.23,0.39,0.9,0.88,0.57,0.1,0.26,0.5643,0.4514,0.3637,Circulation Preference,619,ADMIN CORR.
2,830,STAIR 04,78,DIAGNOSTIC CLASS LAB,,Student,0.0163934426229508,0.4972677595628415,0.4863387978142076,0.47,0.99,0.29,0.8,0.68,0.6,0.15,0.06,0.66,0.02,0.96,0.41,0.27,0.36,0.74,0.78,0.26,0.4,0.11,0.94,0.6,0.26,0.8,0.17,0.61,0.69,0.4686,0.5686,0.525,Circulation Preference,209,EAST ATRIUM
2,831,EAST ATRIUM,267,RESEARCH,,Student,0.2810810810810811,0.4108108108108108,0.308108108108108,0.46,0.32,0.77,0.96,0.71,0.79,0.58,0.01,0.62,0.44,0.75,0.7,0.66,0.81,0.69,0.0,0.28,0.12,0.23,0.08,0.6,0.87,0.7,0.6,0.67,0.62,0.4571,0.6557,0.5838,Circulation Preference,237,STORAGE
2,832,EAST ATRIUM,261,RESEARCH,,Student,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.47,0.99,0.8,0.31,0.86,0.02,0.46,0.83,0.24,0.43,0.39,0.26,0.71,0.12,0.96,0.27,0.68,0.83,0.85,0.79,0.55,0.28,0.93,0.82,0.88,0.26,0.7214,0.5586,0.4225,Environmental Preference,377,PUBLIC (STAIR)
2,833,STAIR,262,RESEARCH,,Student,0.3225806451612903,0.3870967741935484,0.2903225806451612,0.57,0.58,0.98,0.6,0.95,0.42,0.18,0.65,0.14,0.85,0.69,0.4,0.29,0.27,0.57,0.99,0.97,0.02,0.16,0.5,0.17,0.49,0.3,0.37,0.5,0.14,0.2871,0.6114,0.525,Circulation Preference,375,PUBLIC CORR.
2,834,WEST ATRIUM,84,CLASSROOM (30),,Student,0.5098039215686274,0.3333333333333333,0.1568627450980392,0.83,0.87,0.27,0.72,0.2,0.02,0.08,0.31,0.86,0.9,0.98,0.98,0.56,0.57,0.55,0.75,0.93,0.87,0.77,0.22,0.2,0.33,0.63,0.85,0.36,0.31,0.5529,0.4271,0.7688,Environmental Preference,46,VESTIBULE
2,835,PUBLIC (ENTRY),516,COLLAB,,Student,0.2763157894736842,0.1776315789473684,0.5460526315789473,0.32,0.73,0.48,0.43,0.22,0.25,0.19,0.36,0.38,0.57,0.0,0.8,0.29,0.58,0.69,0.43,0.64,0.75,0.36,0.88,0.8,0.78,0.68,0.73,0.37,0.71,0.7114,0.3743,0.4675,Spatial Preference,257,ANATOMY / SPEECH STORAGE
2,836,PUBLIC CORR.,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.2545454545454546,0.6,0.1454545454545454,0.83,0.81,0.28,0.84,0.36,0.24,0.71,0.73,0.48,0.66,0.5,0.02,0.44,0.47,0.54,0.19,0.98,0.85,0.0,0.19,0.43,0.97,0.46,0.25,0.82,0.34,0.45,0.5814,0.4125,Circulation Preference,396,EAST ATRIUM
2,837,ADMIN CORR.,83,CLASSROOM (30),,Student,0.3221476510067114,0.1543624161073825,0.5234899328859061,0.36,0.17,0.11,0.92,0.35,0.07,0.04,0.87,0.8,0.16,0.31,0.26,0.76,0.92,0.02,0.89,0.47,0.71,0.29,0.9,0.34,0.86,0.97,0.54,0.57,0.75,0.6586,0.2886,0.515,Spatial Preference,9,BUILDING LOBBY
2,838,EAST ATRIUM,375,COLLAB,,Student,0.2857142857142857,0.2285714285714286,0.4857142857142857,0.49,0.89,0.06,0.61,0.17,0.03,0.21,0.4,0.12,0.37,0.28,0.66,0.62,0.78,0.93,0.2,0.75,0.17,0.67,0.31,0.56,0.53,0.65,0.36,0.41,0.28,0.4643,0.3514,0.495,Spatial Preference,166,HUDDLE
2,839,EAST ATRIUM,375,COLLAB,,Student,0.1456953642384106,0.5629139072847682,0.2913907284768212,0.92,0.74,0.96,0.75,0.07,0.28,0.84,0.08,0.34,0.47,0.16,0.17,0.32,0.56,0.24,0.25,0.6,0.61,0.15,0.04,0.24,0.2,0.17,0.53,0.07,0.68,0.2771,0.6514,0.3138,Circulation Preference,237,STORAGE
2,840,STAIR,431,COLLAB HUB,,Student,0.5027027027027027,0.1513513513513513,0.3459459459459459,0.21,0.56,0.87,0.39,0.41,0.72,0.86,0.71,0.26,0.72,0.2,0.73,0.98,0.1,0.05,0.68,0.16,0.44,0.18,0.72,0.23,0.96,0.46,0.2,0.36,0.27,0.4557,0.5743,0.465,Environmental Preference,229,PUBLIC CORR.
2,841,EAST ATRIUM,80,CLASSROOM,,Student,0.1262135922330097,0.2815533980582524,0.5922330097087378,0.33,0.18,0.38,0.13,0.87,0.43,0.23,0.08,0.63,0.54,0.2,0.54,0.75,0.28,0.91,0.12,0.83,0.24,0.18,0.23,0.21,0.45,0.67,0.29,0.4,0.74,0.3243,0.3643,0.4963,Spatial Preference,154,HUDDLE
2,842,STAIR,153,HUDDLE,,Student,0.04,0.8,0.16,0.55,0.34,0.39,0.53,0.13,0.41,0.18,0.32,0.11,0.83,0.25,0.95,0.89,0.76,0.76,0.62,0.2,0.19,0.2,0.23,0.22,0.64,0.33,0.63,0.23,0.47,0.3486,0.3614,0.6462,Circulation Preference,304,STAIR
2,843,EAST ATRIUM,211,COLLAB,,Student,0.1171875,0.6796875,0.203125,0.35,0.49,0.99,0.61,0.87,0.26,0.38,0.58,0.82,0.22,0.99,0.96,0.26,0.95,0.24,0.04,0.94,0.81,0.94,0.85,0.24,0.88,0.8,0.18,0.3,0.53,0.6714,0.5643,0.56,Circulation Preference,209,EAST ATRIUM
2,844,EAST ATRIUM,439,COLLAB HUB,,Student,0.2352941176470588,0.1294117647058823,0.6352941176470588,0.73,0.72,0.81,0.99,0.62,0.71,0.61,0.89,0.19,0.79,0.6,0.44,0.99,0.31,0.8,0.75,0.73,0.57,0.51,0.34,0.77,0.8,0.72,0.05,0.19,0.54,0.5371,0.7414,0.6088,Spatial Preference,9,BUILDING LOBBY
2,845,BUILDING LOBBY,153,HUDDLE,,Student,0.3537414965986394,0.0204081632653061,0.6258503401360543,0.74,0.31,0.47,0.17,0.63,0.02,0.83,0.7,0.85,0.15,0.64,0.62,0.83,0.68,0.56,0.29,0.22,0.96,0.74,0.96,0.67,0.7,0.99,0.8,0.89,0.38,0.8314,0.4529,0.5775,Spatial Preference,9,BUILDING LOBBY
2,846,EAST ATRIUM,82,COMPUTER CLASSROOM,,Student,0.0560747663551401,0.2897196261682243,0.6542056074766356,0.6,0.97,0.7,0.44,0.2,0.55,0.51,0.82,0.28,0.41,0.29,0.71,0.67,0.39,0.1,0.23,0.14,0.22,0.29,0.99,0.28,0.98,0.5,0.81,0.61,0.57,0.5814,0.5671,0.385,Spatial Preference,617,EAST ATRIUM
2,847,EAST ATRIUM,267,RESEARCH,,Student,0.2828947368421052,0.1842105263157895,0.5328947368421053,0.74,0.39,1.0,0.82,0.22,0.13,0.71,0.03,0.5,0.39,0.55,0.03,0.6,0.53,0.15,0.23,0.2,0.33,0.94,0.95,0.58,0.74,0.2,0.05,0.23,0.73,0.5414,0.5729,0.3725,Spatial Preference,46,VESTIBULE
2,848,STAIR 03,253,CLASSROOM,,Student,0.4013157894736842,0.2434210526315789,0.3552631578947368,0.62,0.77,0.77,0.11,0.2,0.49,0.15,0.88,0.43,0.81,0.34,0.81,0.45,0.49,0.4,0.27,0.04,0.04,0.2,0.11,0.7,0.75,0.47,0.19,0.98,0.03,0.3514,0.4443,0.5,Environmental Preference,25,HK STORAGE
2,849,ADMIN CORR.,76,CLASSROOM,,Student,0.3664596273291925,0.5403726708074534,0.093167701863354,0.44,0.07,0.08,0.52,0.25,1.0,0.44,0.25,0.54,0.47,0.31,0.93,0.62,0.03,0.0,0.4,0.45,0.25,0.57,0.73,0.72,0.07,0.68,0.47,0.55,0.83,0.4986,0.4,0.4125,Circulation Preference,215,ADMIN CORR.
2,850,VESTIBULE,154,HUDDLE,,Student,0.3619047619047619,0.0571428571428571,0.5809523809523809,0.95,0.35,0.03,0.82,0.01,0.56,0.3,0.32,0.63,0.35,0.29,0.5,0.27,0.83,0.62,0.02,0.68,0.09,0.45,0.96,0.64,0.12,0.16,0.76,0.68,0.33,0.4543,0.4314,0.4388,Spatial Preference,69,PUBLIC CORR.
2,851,STAIR 01,228,COLLAB,,Student,0.6438356164383562,0.1232876712328767,0.2328767123287671,0.12,0.51,0.01,0.39,0.07,0.1,0.66,0.7,0.38,0.92,0.49,0.1,0.59,0.39,0.45,0.07,0.47,0.04,0.68,0.47,0.29,0.42,0.88,0.48,0.9,0.24,0.4657,0.2657,0.4238,Environmental Preference,606,PATIENT UNIT CORRIDOR
2,852,EAST ATRIUM,430,HUDDLE,,Student,0.55625,0.38125,0.0625,0.88,0.89,0.13,0.57,0.41,0.83,0.02,0.98,0.22,0.67,0.13,0.36,0.57,0.63,0.32,0.94,0.38,0.72,0.71,0.44,0.82,0.73,0.2,0.47,0.93,0.89,0.5843,0.5329,0.48,Environmental Preference,583,EXAM SUITE CORRIDOR
2,853,PUBLIC CORR.,255,ANATOMY CLASS LAB,,Student,0.4545454545454546,0.1878787878787879,0.3575757575757576,0.17,0.69,0.84,0.31,0.9,0.68,0.32,0.46,0.89,0.96,0.29,0.33,0.05,0.26,0.17,0.59,0.89,0.67,0.82,0.16,0.09,0.75,0.13,0.15,0.75,0.73,0.3957,0.5586,0.4425,Environmental Preference,25,HK STORAGE
2,854,AUDITORIUM,466,OPEN HUDDLE,,Student,0.328125,0.5234375,0.1484375,0.28,0.96,0.88,0.49,0.81,0.05,0.43,0.57,0.09,0.07,0.24,0.36,0.26,0.99,0.56,0.98,0.83,0.68,0.53,0.74,0.23,0.72,0.0,0.72,0.05,1.0,0.5171,0.5571,0.4438,Circulation Preference,600,PUBLIC CORR.
2,855,ADMIN CORR.,264,PEDIATRIC CLASS LAB,,Student,0.2761194029850746,0.6268656716417911,0.0970149253731343,0.39,0.64,0.36,0.24,0.35,0.03,0.34,0.75,0.72,0.11,0.2,0.28,0.31,0.68,0.22,0.83,0.05,0.8,0.42,0.04,0.6,0.7,0.6,0.58,0.27,0.53,0.5343,0.3357,0.4188,Circulation Preference,159,WORKROOM/STORAGE
2,856,EAST ATRIUM,106,RESEARCH,,Student,0.75,0.2083333333333333,0.0416666666666666,0.01,0.98,0.79,0.4,0.88,0.11,0.73,0.03,0.71,0.66,0.78,0.21,0.08,0.21,0.73,0.66,0.59,0.37,0.55,0.56,0.41,0.07,0.66,0.4,0.11,0.7,0.4314,0.5571,0.505,Environmental Preference,25,HK STORAGE
2,857,EAST ATRIUM,439,COLLAB HUB,,Student,0.2934782608695652,0.1793478260869565,0.5271739130434783,0.94,0.56,0.17,0.91,0.75,0.38,0.12,0.53,0.05,0.61,0.94,0.99,0.57,0.23,0.45,0.33,0.67,0.69,0.72,0.1,0.38,0.43,0.84,0.89,0.98,0.91,0.5786,0.5471,0.5212,Spatial Preference,9,BUILDING LOBBY
2,858,PATIENT UNIT CORRIDOR,466,OPEN HUDDLE,,Student,0.0780141843971631,0.553191489361702,0.3687943262411347,0.02,0.79,0.55,0.98,0.16,0.92,0.34,0.51,0.04,0.67,0.44,0.68,0.41,0.22,0.97,0.32,0.82,0.72,0.47,0.44,0.33,0.67,0.49,0.38,0.11,0.61,0.5,0.5371,0.4688,Circulation Preference,600,PUBLIC CORR.
2,859,EAST ATRIUM,38,CLASSROOM,,Student,0.2679738562091503,0.1699346405228758,0.562091503267974,0.12,0.47,0.45,0.25,0.28,0.48,0.04,0.72,0.67,0.55,0.6,0.36,0.75,0.89,0.56,0.71,0.2,0.4,0.12,0.12,0.65,0.13,0.73,0.09,0.58,0.54,0.32,0.2986,0.6363,Spatial Preference,9,BUILDING LOBBY
2,860,EAST ATRIUM,79,CLASSROOM,,Student,0.2149532710280373,0.3831775700934579,0.4018691588785046,0.06,0.97,0.91,0.87,0.45,0.94,0.94,0.06,0.27,0.48,0.37,0.63,0.18,0.16,0.55,0.59,0.04,0.93,1.0,0.18,0.53,0.07,0.04,0.54,0.87,0.29,0.47,0.7343,0.4037,Spatial Preference,27,STAIR
2,861,PREFUNCTION,211,COLLAB,,Student,0.4468085106382979,0.5,0.0531914893617021,0.93,0.28,0.64,0.84,0.71,0.05,0.09,0.21,0.11,0.09,0.29,0.26,0.0,0.08,0.37,0.26,0.75,0.21,0.44,0.34,0.72,0.92,0.18,0.29,0.27,0.17,0.4429,0.5057,0.1825,Circulation Preference,583,EXAM SUITE CORRIDOR
2,862,EAST ATRIUM,36,CLASSROOM,,Student,0.3149606299212598,0.3543307086614173,0.3307086614173228,0.52,0.81,0.1,0.08,0.66,0.03,0.64,0.03,0.38,0.89,0.55,0.91,0.96,0.91,0.27,0.21,0.75,0.66,0.79,0.27,0.57,0.26,0.02,0.35,0.85,0.42,0.4171,0.4057,0.635,Circulation Preference,380,PUBLIC (ENTRY)
2,863,EXAM SUITE CORRIDOR,38,CLASSROOM,,Student,0.3595505617977528,0.3033707865168539,0.3370786516853932,0.74,0.41,0.14,0.48,0.88,0.49,0.58,0.27,0.86,0.55,0.76,0.58,0.73,0.57,0.6,0.71,0.4,0.04,0.12,0.66,0.9,0.12,0.79,0.08,0.83,0.86,0.3871,0.5314,0.67,Environmental Preference,25,HK STORAGE
2,864,STAIR,125,RESEARCH,,Student,0.1452513966480447,0.4245810055865922,0.4301675977653631,0.96,0.11,0.23,0.37,1.0,0.19,0.67,0.51,0.67,0.77,0.54,0.81,0.97,0.46,0.39,0.35,0.85,0.67,0.24,0.52,0.57,0.87,0.78,0.01,0.08,0.18,0.5229,0.5043,0.62,Spatial Preference,9,BUILDING LOBBY
2,865,ADMIN CORR.,35,AUDITORIUM,,Student,0.0849056603773584,0.0471698113207547,0.8679245283018868,0.02,0.0,0.84,0.22,0.01,0.79,0.93,0.72,0.0,0.62,0.82,0.73,0.04,0.35,0.95,0.34,0.93,0.96,0.54,0.6,0.19,0.22,0.72,0.03,0.36,0.09,0.4657,0.4014,0.4812,Spatial Preference,181,STAIR 01
2,866,ADMIN CORR.,414,MAKERSPACE MEDIA LAB,,Student,0.4931506849315068,0.4383561643835617,0.0684931506849315,0.46,0.12,0.39,0.25,0.43,0.13,0.38,0.4,0.7,0.02,0.25,0.45,0.01,0.49,0.99,0.72,0.42,0.67,0.64,0.12,0.97,0.84,0.01,0.76,0.11,0.72,0.5729,0.3086,0.4538,Environmental Preference,45,VESTIBULE
2,867,EAST ATRIUM,35,AUDITORIUM,,Student,0.0,0.5306122448979592,0.4693877551020408,0.44,0.95,0.7,0.94,0.21,0.88,0.58,0.9,0.54,0.4,0.26,0.79,0.16,0.31,0.64,0.94,0.05,0.97,0.68,0.61,0.61,0.5,0.13,0.6,0.43,0.48,0.5857,0.6714,0.505,Circulation Preference,237,STORAGE
2,868,SEMINAR,264,PEDIATRIC CLASS LAB,,Student,0.3574879227053139,0.3768115942028985,0.2657004830917874,0.77,0.14,0.66,0.77,0.78,0.47,0.93,0.63,0.52,0.28,0.42,0.22,0.43,0.7,0.94,0.03,0.75,0.86,0.38,0.36,0.42,0.72,0.71,0.76,0.41,0.21,0.6014,0.6457,0.4425,Circulation Preference,515,PUBLIC CORR.
2,869,ADMIN CORR.,1,AUDITORIUM,,Student,0.5520833333333334,0.0208333333333333,0.4270833333333333,0.95,0.98,0.69,0.14,0.73,0.43,0.6,0.56,0.09,0.94,0.17,0.4,0.25,0.99,0.38,0.63,0.59,0.0,0.63,0.55,0.33,0.41,0.87,0.09,0.67,0.21,0.4114,0.6457,0.4812,Environmental Preference,25,HK STORAGE
2,870,EAST ATRIUM,249,CLASSROOM,,Student,0.3880597014925374,0.4427860696517413,0.1691542288557214,0.82,0.57,0.05,0.97,0.47,0.35,0.35,0.14,0.58,0.06,0.87,0.71,0.64,0.75,0.08,0.7,0.66,0.81,0.46,0.37,0.57,0.39,0.02,0.82,0.35,0.64,0.4914,0.5114,0.5488,Circulation Preference,401,ADMIN CORR.
2,871,AUDITORIUM,37,CLASSROOM,,Student,0.5571428571428572,0.2285714285714285,0.2142857142857142,0.8,0.39,0.39,0.26,0.03,0.56,0.22,0.72,0.74,0.31,0.12,0.5,0.64,0.22,0.69,0.53,0.34,0.36,0.17,0.18,0.11,0.71,0.53,0.51,0.94,0.83,0.3671,0.3786,0.4688,Environmental Preference,25,HK STORAGE
